sentence_column_name|tag_column_name
Rörelseförlusten uppgick till 5,2 miljoner euro, jämfört med en förlust på 3,4 miljoner euro under motsvarande period 2008-2009.|0
Putin kommer att &quot;bedöma&quot; Biden under mötet|1
`` Ryssland är redo att delta i ett öppet anbud för Lattelecoms privatisering.|1
Kontraktet inkluderar mjukvarulicenser, applikationsunderhåll och utbildning.|1
Den litauiska ölmarknaden uppgick till 14,41 miljoner liter i januari, en ökning med 0,8 procent från samma siffra året innan, rapporterar Lithuanian Brewers&#39; Association med hänvisning till resultaten från sina medlemmar.|2
All reproduktion för vidare distribution är förbjuden.|1
Byråns tjänster inkluderar kopiering, utskrift, CAD-modellering, digitaltryck, scanning, SokoPro projektbank och budtjänster.|1
Eriikka S+¦derstr+¦m har tidigare haft flera befattningar inom ekonomi och kontroll på Nokia Networks, inklusive agerande som Business Group Controller och som corporate controller-position på Nokia Siemens Networks.|1
Förvärvet förväntas ske i slutet av augusti 2007 .|1
Företagets fabrik i Ryssland kommer att fortsätta att tillverka däck för sina närliggande marknader, medan fabriken i Nokia i Finland kommer att tillverka däck för andra marknader.|1
I slutändan vill Sanoma News säkra sin grund med besparingarna.|1
Resultatet före skatt var en förlust på 25,0 miljoner euro.|1
Tävlingen togs emot med stor entusiasm av medarbetarna, fortsätter han.|2
Testerna, utförda vid Nokia Siemens LTE-kompetenscentrum i Esbo, Finland, följer företagets produktionsstart av LTE-färdiga Flexi Multiradio Base Stations för 800 MHz-bandet i april 2010, och kompletterar tidigare tester med Nokia på 2100 MHz- och 2600 MHz-banden.|1
Indien har registrerat 91 702 nya fall av covid-19 under de senaste 24 timmarna.|0
StoneGate UTM - lösningen erbjuder skydd mot inkommande och utgående attacker .|2
&quot; Varje partner kommer att få köpa en mängd el som motsvarar deras andel i konsortiet , till produktionskostnad &quot; , stod det i en avsiktsförklaring .|1
`` I det nybildade bolaget YIT Stavo kommer Euro Stavokonsults lokala kontaktnät, expertis och marknadskunskap att kombineras med YIT:s bostadskoncept, säger Juha Kostiainen, Yits Vice President, Corporate Communications and Business Development.|2
ÖVRIGT Nordrhein-Westfalen - Kommer att utfärda ett benchmark, 5-årigt avtal med fast ränta i euro.|1
Prisprat är i området Euribor plus 2 bps och den enda ledningen är Citigroup.|1
Den levereras komplett med ett LCD-pekskärmssystem för val av din valda funktion och priserna börjar på runt 4 805 pund.|1
Den enda mörka fläcken vid horisonten var dock företagets prestation på den finska marknaden för buteljerat vatten.|0
Marimekko har idag (20 november) tecknat ett licensavtal med den svenska kedjan, där Marimekko kommer att licensiera några av sina populära mönster från 1950-, 1960- och 1970-talen till H&amp;M.|2
Unilevers Turun Sinappi som tillverkas i Sverige har 40 % av marknaden.|1
Detta nya partnerskapsavtal representerar en viktig milstolpe för båda parter.|2
Tillväxten var starkast i F-Secures operatörs ISP:er, mobiloperatörer och kabeloperatörer.|2
rapporterar 21 nya fall av covid-19 jämfört med 14 en dag tidigare.|0
OM MIDNIGHTTRADER: MidnightTrader är den främsta källan till analys, nyheter och prognoser för amerikanska aktiehandel med utökade timmar för detaljhandeln och institutionella investeringar.|1
Ordern inkluderar även uppstarts- och driftsättningstjänster.|1
Mformation ger förbättrad hantering av dessa applikationer genom att möjliggöra konfiguration och kontroll under hela deras livscykel.|1
Antalet tidnings - och tidningsläsare var oförändrat .|1
Efter registreringen är antalet emitterade och utestående aktier i Basware 12 890 829 .|1
Den mobila värdterminalen styr informationsflödet mellan sig själv, de deltagande terminalerna och valfritt med nätverksservrar som kan hjälpa den värdmobila terminalen.|1
Inget pris gavs för transaktionen, som slår samman två London-företag som har arbetat tillsammans i ett antal projekt inklusive leverans av tidtabeller för Storbritanniens National Express East Coast järnvägsnät.|1
Den finska täljstensbearbetnings- och eldstädstillverkaren Tulikivi Oyj sa den 26 februari 2007 att de kommer att minska färre än 20 jobb från sin eldstadsförsäljningsorganisation, produktionsanläggningar och dotterbolaget Kermansavi Oy.|0
Glastons egen glasbearbetningsenhet, Tamglass Glass Processing, är en tillverkare av högkvalitativa säkerhetsglasprodukter verksam i Finland.|1
Även Ruukki Construction, Rautaruukkis byggdivision, inleder förhandlingar mellan arbetsgivare och anställda på sina anläggningar i Alaj+Ærvi, Vimpeli och Per+Æsein+Æjoki i Finland.|1
Kontorsutrymmet kommer att resa sig över den ombyggda tunnelbanestationen Cannon Street.|1
`` Tack vare min Nokia och Lulu är jag nu stolt över att bli publicerad. Hans roman finns här.|1
Ökningen av antalet aktier baseras på de optionsrätter som tilldelades bolagets ledning enligt optionsprogrammet 2006 .|1
Världens chipstillverkningsfabrik kämpar mot Covid och klimatkrisen.|0
Uponor gjorde en rörelsevinst på 151,0 miljoner euro, upp från 143,7 miljoner euro, vilket gjorde 2007 till ett rekordår.|2
Cencorp, med huvudkontor i Virkkala, Finland, utvecklar och levererar automationslösningar till elektronik- och halvledarindustrin som ökar produktiviteten.|1
Företagets tidigare uppskattning var en lägre omsättning än för ett år sedan 93,9 miljoner euro.|0
Progress Group, QPR:s representant i Saudiarabien och Nordafrika, har undertecknat ett ramavtal för en långsiktig strategisk relation med ISE.|2
Chief Financial Officer Jim Heindlmeyer sa att Beyond Oblivion är i avancerade samtal med de fyra stora skivbolagen om sin tjänst.|1
ADP News - 13 januari 2009 - Den finska tillverkaren av industri- och miljömätutrustning Vaisala Oyj OMX: VAIAS sa i går att de kommer att utveckla en operativ referensradiosonde för observationer av klimatförändringar.|1
Papperstillverkaren Stora Enso Oyj sa på fredagen att den har friats från anklagelserna om att de deltagit i en konspiration för att fastställa papperspriser i USA.|2
Aviation Systems Maintenance är baserat i Kansas och genererade en nettoomsättning på 2,6 miljoner USD för 2008.|1
Kontraktsvärdet uppgår till cirka 11 miljoner euro , tillade företaget .|1
Philips var inte tillgänglig för att kommentera rapporten.|1
Poyry är ett globalt konsult- och ingenjörsföretag med fokus på energi-, skogsindustrin och infrastruktur- och miljösektorerna.|1
Publicerad av Globes online , Israel business news - www.globes-online.com - den 16 november 2009 -_ Upphovsrätt för Globes Publisher Itonut 1983 Ltd. 2009|1
Den finska tillverkaren av frekvensomriktare Vacon förvärvar frekvensomriktarverksamheten från TB Wood&#39;s, en del av den amerikanska koncernen Altra Holdings.|1
OP-Pohjola-gruppens kapitaltäckningsgrad enligt kreditinstitutslagen var 12,1 % och primärkapitalrelationen 12,1 %.|1
Arbetslösheten i Hongkong stiger till den högsta sedan mars 2004.|0
På grund av den snabba expansionen uppgick Tallinks marknadsandel i fråga om passagerartransporter genom Tallinna Sadams hamn till 55 procent i november mot 45,7 procent i november 2005.|2
Enligt meddelandet från Helsingfors Börs ska Senteras aktie avnoteras från Helsingfors Börs NM-lista i enlighet med detta.|1
Vinsten per aktie för kvartalet var också högre jämfört med föregående år, 0,33 euro mot 0,27 , och över marknadens förväntningar på 0,28 euro.|2
Market making i enlighet med avtalet kommer att påbörjas den 24 september 2009 .|1
`` Vi vet att det finns några av våra egna människor där ute. &#39;&#39;|1
Bilproduktionen i Storbritannien slog till när halvledarbristen fortsätter att plåga bilsektorn.|0
Bolagets orderbok uppgick till 1,5 miljarder euro 2,2 miljarder dollar den 30 september 2007, en ökning med 24,2 procent jämfört med året innan, med internationella order på 365 miljoner euro 534,3 miljoner dollar.|2
Hotellbranschen kämpar med &quot;arbetskris&quot;.|0
Han svarar på frågor om hur många besökare Conversations får, hur stort teamet är och vilka problem som är när man sätter upp sociala mediekanaler.|1
VNH genererar en årlig nettoomsättning på cirka 5 miljoner euro och sysselsätter 21 personer.|1
Fiskars, världens 1 Scissors Brand TM, vann nyligen Learning-‹ Magazines 2011 Teachers&#39; Choice Award för klassrummet.|2
Dagens marknad: Vad investerare är mest angelägna om|1
Toshiba att köpa tillbaka 6% av aktierna, betala särskild utdelning|1
( Förvärvssumman har inte offentliggjorts . )|1
fi utvecklar samarbetet inom sökordsannonsering med Microsoft.|2
Paychex har mer än 100 kontor som betjänar cirka 554 000 lönekunder i hela landet den 31 maj 2009.|1
Hittills har företaget delat ut verktyg och material till ett värde av mer än 350 000 USD.|1
Deras namn har ännu inte offentliggjorts.|1
Simdax kommer dock att förbli tillgänglig på de marknader där det redan har godkänts eftersom det har marknadsföringstillstånd eller lämnat in ansökningar i mer än 40 länder, tillade Orion.|2
Enligt Schmardin kommer Nordea med största sannolikhet att försöka vinna kunder från andra pensionsfonder.|2
Ahlstrom Abp BÖRSMEDDELANDE 23.4.2007 Ahlstrom Abp kommer att publicera sitt finansiella resultat för första kvartalet 2007 fredagen den 27 april 2007 cirka kl. 8.30 finsk tid.|1
Vi är mycket nöjda med det fina samarbetet mellan de två länderna den senaste tiden, sa han.|2
Livsmedelsförsäljningen uppgick till 323,5 miljoner euro i oktober 2009, vilket motsvarar en minskning med 5,5 % från oktober 2008.|0
Med utgångspunkt från East Dillon Lions spelbok har vi skapat ett speciellt team av spelare i häftig stil, som boot-cut jeans, buktoppar och, naturligtvis, cowboyboots.|1
Exels styrelse kommer att föreslå en utdelning på 0,2 euro $ 0,3 per aktie för 2006 vid årsstämman den 19 april 2007.|1
Prognosen för 2012 är 3,3 % .|1
Rubriken för release daterad 26 mars 2008 bör lyda: Acacia dotterbolag ingår förlikningsavtal för regelbaserad övervakningsteknik med F-Secure (ställt Acacia Technologies licenserar regelbaserad övervakningsteknik till F-Secure).|1
- Ger en sammanfattning av de medicinska utrustningspipelineprodukterna som företaget utvecklar.|1
Det avgörande är att beslutet att använda ETSI (European Telecommunication Standard Institute)-stödd DVB-H kompletterar den växande listan över operatörer och utrustningstillverkare som väljer standarden (se Global: 20 januari 2006: Competing Technologies Vie for Mobile TV).|1
`` Särskilt bostadsbyggandet har tagit fart på flera marknader.|2
Blyk lanseras först på den brittiska marknaden i mitten av 2007, med andra marknader att följa.|1
&quot;Den nya strukturen ger bättre kommunikation, snabbare beslutsfattande och kostnadsbesparingar&quot;, sa Proha.|2
Cooper SH, den brittiska distributören för hissutrustningstillverkaren Konecranes, vann det femåriga avtalet som innebär lågt underhåll och bränslebesparande teknik.|2
Förra året förvärvade företaget även Realprojekti Oy, ett fastighetsutvecklingsbolag, för att ge CapMan råd om dess fastighetsverksamhet.|1
Det finska byggföretaget YIT minskar antalet nystartade marknadsfinansierade bostäder 2007 till cirka 2 300 från tidigare aviserade 2 700 .|0
Båda företagens solvenskapitalrelation var 2,7 gånger solvensgränsen.|1
Produktionskapaciteten kommer att öka från 36 000 till 85 000 ton per år och råvaran kommer även fortsättningsvis att vara återvunnet papper och kartong.|2
( ADP News ) - 3 nov 2008 - Finska lasthanteringssystem- och tjänsteföretaget Cargotec Oyj ( OMX : CGCBV ) meddelade idag att det förvärvade 80 % av aktierna i de italienska serviceföretagen CVS Technoports Srl och CVS Service Srl från italienska handli|2
Förutom mjukvaruutveckling kommer den nya designenheten att tillhandahålla maskinteknik och elektronikdesign.|1
Aktierna i Royal och Sun Alliance fortsatte att falla tillbaka från en 12-månaders högsta på 172p förra månaden, efter att en potentiell friare uteslöt sig från ett uppköpsbud.|0
Vi är mycket glada över att arbeta med Maxis på den här första kommersiella implementeringen av &quot; Master of Maya &quot; , säger Joe Doering , chef för regionen Asia South på Nokia Siemens Networks .|2
Den finska elkomponenttillverkaren Salcomp Oyj (HEL: SAL1V) tillkännagav idag lanseringen av sin senaste Twist-laddarplattform.|1
`` Dessa osäkerheter grumlar de långsiktiga utsikterna. &#39;&#39;|0
Bolagsstämman godkände en utdelning på 0,10 euro per aktie, det vill säga totalt 7,8 miljoner euro.|1
Senare kommer cirka 150 finsktillverkade hus att byggas i området.|1
Elcoteq-gruppen meddelade nyligen att de tre sista månaderna föregående år innebar en stor förlust på mer än en halv miljard kroon (32 miljoner euro) för femte kvartalet i rad.|0
Annons- och upplagaintäkterna ökade med 3,4 % respektive 0,4 %.|2
Panostaja behandlar sina förhandlingspartners, såsom entreprenörer som säljer sitt livsverk och nyanlända entreprenörer som söker en karriär, rättvist, rättvist och enligt lagen.|1
Minskningarna kommer att genomföras huvudsakligen under första halvåret 2009 .|1
Den finska elektronikkontraktstillverkaren Incap Oyj sa den 3 januari 2008 att de sålde sina tillverkningsanläggningar i Helsingfors till det lokala fastighetsbolaget Sponda Oyj för 5,3 miljoner euro (7,8 miljoner USD).|1
Den totala utsläppsminskningen från 1999 till 2017 blir därmed 41 %.|1
Pappersindustrins avsvärtningsslam, som produceras i bruk som använder returfiber när tryckfärg tas bort från returpapper, är också en lämplig råvara.|1
Som en följd av detta hade företagsrådet dragit tillbaka sin framställning om att avbryta omorganisationen.|1
Expansionen syftar till att attrahera nya kunder både i Finland och utomlands.|2
Fortum har också en blockerande andel i Northwestern TGK-1.|1
Som ett resultat av detta har man inlett förhandlingar med bankerna om provisoriska ändringar avseende covenants och andra kreditvillkor.|1
Det maximala beloppet för kapitallånet kommer att vara 30 miljoner euro och minimiteckningen - 10 000 euro.|1
Mäklaren lyfter fram Cargotec som sin favoritaktie i sektorn, eftersom det är ett rent spel på global last- och containerhantering, och den förväntar sig att den kommer att spela en aktiv roll i att ytterligare konsolidera branschen.|2
Hur Michigan studsar tillbaka efter ett tufft år|2
Kontraktet omfattar värmeverksutrustning och tillhörande installationsarbete.|1
Uponor har inlett åtgärder för att försöka få tillbaka kostnaden för utbytesprogrammet från leverantören av klämmorna samt dess försäkringsbolag.|1
Tietos tjänst används också för att skicka, bearbeta och ta emot material relaterat till frånvaronsröstning.|1
`` QPR 8 integrerade ledningssystem är det snabbaste, enklaste och mest effektiva sättet för organisationer över hela världen att ta kontroll över sina mänskligt centrerade affärsprocesser.|2
Vinsten per aktie var 1,03 euro, en ökning från 0,87 euro.|2
Cardona saktade ner sitt fordon, vände och återvände till korsningen, där hon ringde 911.|1
Studien utvärderade säkerheten, tolerabiliteten och farmakokinetiken för upprepade doser av intravenöst administrerad antikropp hos 26 patienter med aktiv plackpsoriasis.|1
Kontraktets värde är 25 miljoner euro.|1
Herr Kivimeister sa att John Deer före detta Timberjack kommer att vinna i situationen: den kontrollerar cirka 60 % av Estlands skogsmaskinmarknad.|2
Detta uppdrag stärker Poyrys position som en internationell leverantör av ingenjörs- och projekttjänster till den kemiska processindustrin.|2
Arbetslösheten i Hongkong faller tredje månaden i rad till ett års lägsta|2
ALEXANDRIA, Va., 23 maj – Matti Harkonen och Pentti Sipponen, båda i Esbo, Finland, Osmo Suovaniemi i Helsingfors, Finland, och Tapani Tiusanen i Vanda, Finland, har utvecklat en papperswebpressanordning.|1
Verksamheten som ska avyttras genererar en konsoliderad omsättning på 60 miljoner euro årligen och har för närvarande cirka 640 anställda.|1
Lifetree grundades 2000 och dess intäkter har ökat i genomsnitt med 40 % med marginaler i slutet av 30-talet.|2
Onoterade British Biologicals tillverkar B- och D-proteiner och andra sjukdomsspecifika kosttillskott som täcker diabetes, hepatit, astma och andra kardiovaskulära åkommor.|1
Cramos chef Jarmo Laasanen sa att uthyrning av utrustning och maskiner i Litauen skiljer sig från de andra baltiska länderna genom att det i Litauen fortfarande byggs många offentliga strukturer som vägar, broar, flygplatser och butiker.|1
Kemiras FoU-organisation omfattar cirka 750 personer, sade företaget.|1
Proha Plc ( Euronext :7327 ) meddelade idag ( 19 maj ) att dess helägda dotterbolag , Safran Software Solutions AS , har gått med på att sälja sin 49 % andel av Safran North America LLC till en SNA Holding AS , en investeringsgrupp baserad i Norge . .|1
Quartal Oy äger nu 2 094 063 aktier i Satama Interactive Plc, vilket motsvarar 5,19 procent av aktiekapitalet och rösterna.|1
Enligt CapMan Plcs bolagsstyrning ska majoriteten av kommittéernas ledamöter vara oberoende av företaget.|1
Repeats ser 2008 EBITA över 18 pct av försäljningen.|2
Som ett resultat av detta har företaget beslutat att genomföra tillfälliga permitteringar.|0
Skolor i England kämpar för att begränsa den växande Covid-varianten.|0
Ordern var värd 8 miljoner euro.|1
Aktierna ska återköpas genom offentlig handel, varför aktierna återköps på annat sätt än i proportion till aktieägarnas innehav.|1
` Genom att separera sidoverksamheter kommer vi att snabbare kunna expandera och utveckla Tapros detaljhandelsnätverk.|2
Biohit sa att man kommer att minska antalet inhyrda personal med 10 och säga upp 10 av sin egen personal.|0
Strategisk och operativ affärsinformation rapporteras objektivt.|1
Aspos starka företagsvarumärken - ESL Shipping, Leipurin, Telko och Kaukomarkkinat - har som mål att vara marknadsledande inom sina sektorer.|1
Sju månaders försäljning av Ragutis, som kontrolleras av det finska bryggeriet Olvi, minskade med 11,2 procent till 15,41 miljoner liter och företaget hade 9,89 procent av marknaden.|0
Kinas industriella vinsttillväxt avtar till följd av höga råvarupriser.|0
Divisionens försäljningsefterfrågan under halvåret förblev &quot; inkonsekvent &quot; , tillade den .|0
Rörelseförlusten uppgick till 0,3 miljoner euro , en minskning från en vinst på 5,1 miljoner euro under första halvåret 2009 .|0
Aktia prognostiserar Finlands inflation till 1,1 % 2010 .|1
s affärssektorer är husbyggande, infrastrukturbyggande och tekniska byggtjänster.|1
Alla andra anklagelser ogillades.|1
QPR ProcessGuide finns som en systemlösning med centraliserad lagring och hantering av processinnehåll samt en fristående desktopversion; QPR ProcessGuide Xpress .|1
Omstruktureringen skapar en effektivare organisation med ökat verksamhetsfokus och stabil lönsamhet och leder till en effektivare produktion, säger Bo Annvik, chef för Specialty Stainless.|2
Vi är hedrade över att få ett erkännande för vårt engagemang för branschen, särskilt i Asien och Stillahavsområdet. &#39;&#39;|2
Det är det jag går och lägger mig och oroar mig för varje kväll, sa han.|0
Utvecklingen under 2006 påverkades av konsolideringstrenden inom telekomsektorn och de övergripande och strukturella förändringarna på kontraktstillverkningsmarknaden inom telekommunikationsteknik och industriell elektronik.|0
Företaget hade hoppats att den nya anläggningen skulle vara i drift i slutet av 2008.|1
Värdet på beställningarna är cirka 25 miljoner euro.|1
Det Helsingforsbaserade företaget, som också äger varumärkena Salomon, Atomic och Suunto, sa att nettovinsten ökade med 15 procent under de tre månaderna fram till den 31 december till (x20ac) 47 miljoner ($61 miljoner USD), från (x20ac) 40,8 miljoner a år tidigare.|2
Företaget gick över till en rörelsevinst på 10 ,9 miljoner euro jämfört med en rörelseförlust på 15 ,3 miljoner euro. Det vände också till en vinst per aktie på 0,08 EUR mot förlust per aktie på 0,04 EUR.|2
Vi kan välja det mest effektiva, bästa totala värdet för våra kunder redan i budgivningsstadiet.|2
Bolaget verkar genom fyra huvuddivisioner: Konsumentförpackningar; Kontorspapper ; Specialty Papers, samt Market Pulp och Energy.|1
SSH Communications Security Corporation har sitt huvudkontor i Helsingfors, Finland.|1
Den finska lyftutrustningstillverkaren Kone Oyj sa den 4 oktober 2007 att de vann en order värd 15 miljoner euro 21,2 miljoner dollar för att leverera totalt 53 specialdesignade hissar till den norska varvsbyggaren Aker Yards ASA.|2
Världens största kolmarknad för att bli starkare i EU Green Shift|2
Det totala värdet av leveranserna är cirka 65 miljoner euro.|1
I detta skede kommer maximalt 60 000 Tulikivi A-aktier att förvärvas, vilket motsvarar cirka 0,16 procent av bolagets utestående aktier.|1
Företaget sa att det kommer att leverera WCDMA 3G-HSPA-radionätverket, inklusive den modulära, högkapacitetsbasstationen Nokia Flexi WCDMA i östra Java, Bali, Sumatra och Batam.|2
Rapporten profilerar 614 företag inklusive många nyckel- och nischaktörer över hela världen som Black &amp; Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc., Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company och Van Group, Inc..|1
Via anläggningen kommer det belgiska företaget att mata in 8,4 MW el till distributionsnätet och kommer att kunna leverera upp till 14 MW värme.|1
LSC:s 30 anställda kommer att flytta till Ixonos med sin befintliga status och förmåner.|1
Affärsdelen inkluderar även Ahlstroms hållbarhetsrapport.|1
Orderingången ökade med 40 % på årsbasis respektive 30 % på årsbasis till 576 miljoner euro och 1,7 miljarder euro för respektive period januari-september och juli-september 2010.|2
Branschprofilen Motorer i Asien-Stillahavsområdet är en viktig resurs för data och analys på toppnivå som täcker motorindustrin.|1
Enligt finska bensinstationskedjan St1:s verkställande direktör Kim Wiio tvingades företaget göra inköp med stigande priser under första halvåret 2008, och nu sjunker konsumentpriserna nästan dagligen på grund av konkurrensen.|0
Tankarna kommer att levereras till ett företag som för närvarande bygger en kemikalietankfarm i Antwerpen, norra Belgien.|1
Microsoft tog också upp sin uppvaktning och gick med på att använda karttjänsten Navteq, som erbjuds av ett företag som Nokia köpte för 8,1 miljarder dollar för några år sedan.|2
Deutsche Beteiligungs , såväl som en private equity - fond som den förvaltar , köpte först 75 % av MCE i en sekundär buyout från White Plains , NY , finansiell investerare Andlinger &amp; Co . 2007 .|1
Antalet kunder är en av de viktigaste parametrarna för att bestämma priset på elnäten.|1
Företaget uppskattar också att de redan genomförda investeringarna leder till en ökning av dess omsättning för 2010 från 2009 då de nådde 141,7 miljoner euro.|2
Bristol Port Company har slutit ett kontrakt på en miljon pund med Cooper Specialized Handling för att förse det med fyra 45-tons skräddarsydda räckviddsstaplare från Konecranes.|2
Componentas mål med detta avtal är att öka verksamheten på sina befintliga produktionslinjer.|2
Av dessa aktier innehas 14 747 084 av bolaget och antalet utestående aktier och rösträtter knutna till aktierna uppgår således till 161 256 847 .|1
Rihko började leda Raisios Benecol-verksamhet sommaren 2006 efter att ha lett tobaksföretaget Altadis europeiska verksamhet.|1
Finska fastighetsinvesteringsbolaget Citycon kommer att bygga ut och renovera +_kersberga köpcentrum i Stockholm, i Sverige.|1
Företaget intensifierar nu sin smältverksverksamhet och ökar sin årliga produktionskapacitet till 230 000 ton koppar.|2
Synergifördelar kommer att börja realiseras under andra kvartalet.|2
Det verkliga värdet på bolagets förvaltningsfastigheter sjönk till 2,768 miljarder euro i slutet av 2009 från 2,916 miljarder euro ett år tidigare.|0
Evenemanget kan också ses som en direktsänd webbsändning på www.cargotec.com.|1
Försäljningsvolymerna inom livsmedelsindustrin förväntas dock ligga kvar på relativt goda nivåer i Finland och i Skandinavien, säger Atria.|2
BasWare Order Matching matchar automatiskt inköpsfakturor med godkända inköpsorder.|1
Lösningen kommer att installeras i USA för att stödja kundens nordamerikanska verksamhet.|1
Jämfört med FTSE 100 - indexet , som steg 51,5 punkter ( eller 0,9 % ) på dagen , var detta en relativ prisförändring på -0,6 % .|1
S&amp;P 500 faller under 50-dagarslinjen; Varför investerare måste vara försiktiga på aktiemarknaden.|0
Omsättningen inklusive moms ökade med 19 procent till 351 miljoner euro.|2
&quot; Genomförandet av dessa program har haft , och kommer att ha , negativa effekter på 2006 och 2007 års resultat , &quot; sa Meiklejohn .|0
Det är första gången Finnair har tilldelats ett avtal med den brittiska regeringen.|2
Ett möte med Glistens aktieägare för att rösta om budet kommer att hållas den 12 mars.|1
Sponda Abp:s ordinarie bolagsstämma beslutade den 23 mars 2005 att inrätta en aktieägarnas valberedning för att förbereda förslag till bolagsstämman 2006 om styrelsens sammansättning och deras arvoden.|1
Omsättningen förbättrades till 1 553 Mkr jämfört med 1 408 Mkr.|2
Aspo har också undersökt försäljningsmöjligheterna för Kaukomarkkinats elektronikverksamhet.|1
Kommissionen ska applåderas för att den tillämpar en faktabaserad och datadriven strategi och för att den ger klarhet för framtida framställningar.|2
`` Vår Vaalipalvelu-tjänst är speciellt utvecklad för användning av samhällen och organisationer.|1
M+Ækel+Æ kräver en ny styrelse för bolaget samt diskussioner om sammanslagningen av Alma media- och medieföretaget Talentum.|1
FESCOs genomservice är ett talande exempel på att stärka relationen mellan logistikföretag och operatörer på internationell nivå.|2
Jon Risfelt har tidigare haft operativa ledande befattningar inom Europolitan, Ericsson, SAS, American Express kort- och resedivisioner, samt Nyman &amp; Schultz (VD), Vodafone Sweden (VD) och Gambro Renal Products (VD).|1
RSA:s aktie stängde på 156,9 p vid tidpunkten för tryckningen.|1
Teleste räknar med att påbörja leveranserna i slutet av 2009 .|1
- Jag är glad att Björn Wahlroos har accepterat nomineringen.|2
Han vilar skönt och ser fram emot att komma tillbaka till jobbet. &#39;&#39;|1
I en nyligen intervju med Financial Times (FT) sa Sampos styrelseordförande Björn Wahlroos att If P&amp;C verkligen var till salu och att priset hade satts till 85 miljarder SEK, vilket bekräftar tidigare uttalanden.|1
Den första gruppen kunder som utbildas kommer att vara målarverkstäder och deras assistenter.|1
Vid 14:29 CET på måndagen hade aktierna i Bavarian Nordic klättrat 1,21 % till DKK 250 på börsen i Köpenhamn efter att ha tappat 7,41 % den senaste månaden.|2
Totalt 30 % av ordervärdet bokades under fjärde kvartalet 2009 och resten kommer att bokas under andra kvartalet 2010 .|1
Det finska företaget sålde sin brittiska verksamhet - bestående av 50 anställda på kontor i London, Birmingham och Manchester - som en del av en affär med Hampden i juli 2001 för sin europeiska fastighets- och olycksarm Sampo Industrial.|1
Optimeringen av uppvärmningsprocessen för stålkomponenter kommer att minska energiförbrukningen.|2
Tekla Groups omsättning för 2006 var cirka 50 miljoner euro och rörelseresultatet 13,6 miljoner euro.|1
Den sa också att dess utspädda vinst per aktie för tredje kvartalet kom in på 0,34 euro jämfört med 0,16 euro samma kvartal för ett år sedan.|2
Coronaviruset drabbade tysk ekonomi mer än väntat under första kvartalet.|0
Studien förväntas ge bevis på farmakodynamisk aktivitet hos människor, bekräfta säkerhetsprofilen och fastställa dosintervall för ytterligare terapeutiska studier.|1
Utahs huvudstad ville bli nästa amerikanska huvudkontor för Amer Sports Corp., ett skidutrustningsföretag.|1
Bostadsmarknaden berättar hela historien|1
Den finska sportutrustningstillverkaren Amer Sports Oyj ( HEL : AMEAS ) sa idag att dess nettoförlust minskade till 16,9 miljoner euro ( 22,3 miljoner USD ) under andra kvartalet 2010 från 23,2 miljoner euro under motsvarande period ett år tidigare .|2
Det finska byggföretaget YIT Oyj sa den 13 november 2007 att det vann ett kontrakt på 70 miljoner euro på 102,8 miljoner dollar för att bygga den nya kontorsbyggnaden åt det lokala fastighetsbolaget Tapiola Real Estate Oy.|2
Nettovinsten minskade med nästan hälften till +â 5,5 miljoner från +â 9,4 miljoner i slutet av 2007 .|0
Läkemedelsmarknaden i Tjeckien Global Research &amp; Data Services publicerade nyligen en marknadsanalys om läkemedelsmarknaderna i Tjeckien.|1
Kvartalsvis utspädd vinst per aktie för kvarvarande verksamheter uppgick till 0,21 eur, jämfört med förra årets 0,12 eur.|2
Rörelseförlusten uppgick till 3,2 miljoner euro, jämfört med en vinst på 7,2 miljoner euro tredje kvartalet 2008.|0
28 januari 2011 - Den finska teknikcenteroperatören Technopolis Oyj (HEL: TPS1V) sa idag att de kommer att investera 22,5 miljoner euro i byggandet av den andra fasen av en kontorsanläggning i Tammerfors.|1
Någon gång under 2010 försvinner alla separata företagsnamn, som Palmberg, Tekmanni, Lemcon, Forssan Betoni, Suonenjoen Betonituote med flera.|1
Produktionen är dock nästan helt och hållet mycket arbetsintensiv och baserad på endast små investeringar.|1
Företaget räknar med att köttinköpen kommer att ligga kvar på cirka 8 miljoner kilo under 2011 .|1
Rörelseresultatet uppgick till 18,6 miljoner euro eller 8,3 % av omsättningen.|1
Utbildningsmodulerna syftar till att stärka den offentliga redovisningsförmågan och uppfylla kommunal projektledning.|2
Underavdelningen omsatte förra året 480,7 miljoner euro 414,9 miljoner euro 2008 och rörelsevinsten på 44,5 miljoner euro 7,4 miljoner euro.|2
Både rörelseresultatet och nettoomsättningen för 12-månadersperioden ökade från 10,5 miljoner euro respektive 28,8 miljoner euro jämfört med räkenskapsåret 2004.|2
23 april 2010 - Finska bygg- och ingenjörsföretaget Outotec Oyj HEL: OTE1V sa idag att det sjönk till en nettoförlust på 7,3 miljoner euro under första kvartalet 2010 från en nettovinst på 12,5 miljoner euro under motsvarande period förra året.|0
